pmid,title,query_families,keyword_domains,abstract_priority_score,manual_status,abstract_status
20862950,[Accumulation and translocation of cadmium in soil and plant and its effects on growth of Artemisia annua and artemisinin content].,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,primary_methods,1,pending_manual_review,retrieved
21337647,A combination of ultrasonic-assisted extraction with RRLC-QQQ method for the determination of artemisinin in the Chinese herb Artemisia annua L.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,primary_methods,1,pending_manual_review,retrieved
21385092,"Artemisia annua extracts, artemisinin and 1,8-cineole, prevent fruit infestation by a major, cosmopolitan pest of apples.",terpene_essential_oil;sesquiterpene_lactone;antiparasitic,primary_methods,1,pending_manual_review,retrieved
21674435,Cytotoxicity of ethanolic extracts of Artemisia annua to Molt-4 human leukemia cells.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic;safety,safety,1,pending_manual_review,retrieved
21932380,Simultaneous isolation of artemisinin and its precursors from Artemisia annua L. by preparative RP-HPLC.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,primary_methods,1,pending_manual_review,retrieved
22296150,New guaianolides from Artemisia anomala.,terpene_essential_oil;sesquiterpene_lactone,primary_methods,1,pending_manual_review,retrieved
22978517,Antihistomonal effects of artemisinin and Artemisia annua extracts in vitro could not be confirmed by in vivo experiments in turkeys and chickens.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,primary_methods,1,pending_manual_review,retrieved
2329806,Preliminary toxicity studies on ethanol extracts of the aerial parts of Artemisia abyssinica and A. Inculta in mice.,safety,safety,1,pending_manual_review,retrieved
23340808,Marked enhancement in the artemisinin content and biomass productivity in Artemisia annua L. shoots co-cultivated with Piriformospora indica.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,primary_methods,1,pending_manual_review,retrieved
23432134,A new guaianolide from Artemisia roxburghiana.,terpene_essential_oil;sesquiterpene_lactone,primary_methods,1,pending_manual_review,retrieved
23861717,Evaluation of Antidiabetic Activity and Associated Toxicity of Artemisia afra Aqueous Extract in Wistar Rats.,biosynthesis_genes;safety,safety,1,pending_manual_review,retrieved
23940090,Protective effects of Artemisia campestris upon fenthion-induced nephrotoxicity in adult rats and their progeny.,biosynthesis_genes;safety,safety,1,pending_manual_review,retrieved
2401532,"Toxicity of capillin, the insecticidal principle of Artemisia nilagirica Clarke.",safety,safety,1,pending_manual_review,no_abstract
24278581,"Four-Week Repeated Oral Toxicity Study of AIP1, a Water-soluble Carbohydrate Fraction from Artemisia iwayomogi in Mice.",safety,safety,1,pending_manual_review,retrieved
24711816,Evaluation of Cytotoxicity and Antifertility Effect of Artemisia kopetdaghensis.,safety,safety,1,pending_manual_review,retrieved
25172060,Enhanced production of artemisinin by hairy root cultivation of Artemisia annua in a modified stirred tank reactor.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,primary_methods,1,pending_manual_review,retrieved
25339313,Artemisia pallens alleviates acetaminophen induced toxicity via modulation of endogenous biomarkers.,biosynthesis_genes;safety,safety,1,pending_manual_review,retrieved
25658194,Mechanism of artemisinin phytotoxicity action: induction of reactive oxygen species and cell death in lettuce seedlings.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,safety,1,pending_manual_review,retrieved
26655404,"Activity of Artemisia annua and artemisinin derivatives, in prostate carcinoma.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,primary_methods,1,pending_manual_review,retrieved
27451252,"A new chemical tool for absinthe producers, quantification of α/β-thujone and the bitter components in Artemisia absinthium.",terpene_essential_oil;safety,safety,1,pending_manual_review,retrieved
29657004,Artemisinin and Artemisia annua leaves alleviate Eimeria tenella infection by facilitating apoptosis of host cells and suppressing inflammatory response.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,primary_methods,1,pending_manual_review,retrieved
30087924,Analysis and Isolation of Potential Artemisinin Precursors from Waste Streams of Artemisia Annua Extraction.,sesquiterpene_lactone,primary_methods,1,pending_manual_review,retrieved
30323325,Author Correction: Expression of key genes affecting artemisinin content in five Artemisia species.,sesquiterpene_lactone,primary_methods,1,pending_manual_review,retrieved
31920644,Suspected Hepatotoxicity With a Supercritical Carbon Dioxide Extract of Artemisia annua in Grapeseed Oil Used in New Zealand.,safety,safety,1,pending_manual_review,retrieved
32676091,AaABCG40 Enhances Artemisinin Content and Modulates Drought Tolerance in Artemisia annua.,sesquiterpene_lactone;biosynthesis_genes,primary_methods,1,pending_manual_review,retrieved
33883843,"Evaluation of Acute and Sub-Acute Toxicity of Aqueous Extracts of Artemisia afra Leaves on Brain, Heart and Suprarenal Glands in Swiss Albino Mice.",safety,safety,1,pending_manual_review,retrieved
34122662,Heterologous expression of cyanobacterial PCS confers augmented arsenic and cadmium stress tolerance and higher artemisinin in Artemisia annua hairy roots.,sesquiterpene_lactone,primary_methods,1,pending_manual_review,retrieved
34316676,Artemisia annua and artemisinins are ineffective against human Babesia microti and six Candida sp.,sesquiterpene_lactone,primary_methods,1,pending_manual_review,retrieved
34585460,Instant determination of the artemisinin from various Artemisia annua L. extracts by LC-ESI-MS/MS and their in-silico modelling and in vitro antiviral activity studies against SARS-CoV-2.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,primary_methods,1,pending_manual_review,retrieved
34763209,Validating a sensitive LCMS method for the quantitation of artemisinin in Artemisia spp. including material used in retracted clinical trials.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic;safety,safety,1,pending_manual_review,retrieved
34941723,Cytotoxicity of an Innovative Pressurised Cyclic Solid-Liquid (PCSL) Extract from Artemisia annua.,sesquiterpene_lactone;safety,safety,1,pending_manual_review,retrieved
35355620,"Evaluation of Antibacterial Activity and Acute Toxicity of Methanol Extracts of Artemisia absinthium, Datura stramonium, and Solanum anguivi.",safety,safety,1,pending_manual_review,retrieved
35669797,"Toxicity and Anti-feeding effect of Aesculushippocastanum, Thymus daenensis, Artemisia abrotanum, and Chrozophora tinctoria on Sitophillus oryzae.",safety,safety,1,pending_manual_review,retrieved
36284952,Potential Ameliorative Effect of Artemisia Absinthium Supplement against Sodium Fluoride-Induced Prostatic Toxicity in Rats.,safety,safety,1,pending_manual_review,retrieved
36362193,Inhibition of Synaptic Glutamate Exocytosis and Prevention of Glutamate Neurotoxicity by Eupatilin from Artemisia argyi in the Rat Cortex.,biosynthesis_genes;antiparasitic,safety,1,pending_manual_review,retrieved
36860066,Insights into strigolactone (GR24) mediated regulation of cadmium-induced changes and ROS metabolism in Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,safety,1,pending_manual_review,retrieved
36942132,Hepatorenal protective activity of Artemisia against diclofenac toxicity in male rats.,biosynthesis_genes;safety,safety,1,pending_manual_review,retrieved
37187257,"Genotoxicity, acute toxicity and chronic toxicities of ethyl acetate leaf extract of Artemisia ludoviciana Nutt. spp mexicana, on fasciolicidal efficacy.",safety,safety,1,pending_manual_review,no_abstract
37661764,"A combination of isoliquiritigenin with Artemisia argyi and Ohwia caudata water extracts attenuates oxidative stress, inflammation, and apoptosis by modulating Nrf2/Ho-1 signaling pathways in SD rats with doxorubicin-induced acute cardiotoxicity.",biosynthesis_genes;safety,safety,1,pending_manual_review,retrieved
38148378,Evaluation of the ovicidal activity and fasciolicidal activity of the extract of ethyl acetate from Artemisia ludoviciana Nutt. spp. mexicana and of artemisinin against adult parasites of Fasciola hepatica.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,primary_methods,1,pending_manual_review,retrieved
38710427,Silicon and selenium alleviate cadmium toxicity in Artemisia selengensis Turcz by regulating the plant-rhizosphere.,biosynthesis_genes;safety,safety,1,pending_manual_review,retrieved
39889474,Concentration-dependent interactive toxicity of cadmium and mercury: Non-negligible effects on phytoremediation by indigenous Artemisia lavandulaefolia.,biosynthesis_genes;safety,safety,1,pending_manual_review,retrieved
42468643,Evaluation of the protective effects of Artemisia dracunculus L. against doxorubicin-induced chronic cardio-toxicity in rat.,biosynthesis_genes;safety,safety,1,pending_manual_review,retrieved
42559808,Mitigation of cadmium phytotoxicity and enhancement of selected nutritional and active components in Artemisia selengensis turcz through co-inoculation with plant growth-promoting and cadmium-tolerant rhizobacteria.,safety,safety,1,pending_manual_review,retrieved
42653828,"Artemisia annua and A. afra Teas, Artemisinin, and Dihydroartemisinin Differentially Regulate ROS and Fibrosis-Associated Phenotypes in Human Dermal Fibroblasts.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,primary_methods,1,pending_manual_review,retrieved
6387056,Isolation of artemisinin (qinghaosu) from Artemisia annua growing in the United States.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,primary_methods,1,pending_manual_review,no_abstract
7590079,Preventive and curative effects of Artemisia absinthium on acetaminophen and CCl4-induced hepatotoxicity.,safety,safety,1,pending_manual_review,retrieved
8112519,Protective effect of Artemisia scoparia extract against acetaminophen-induced hepatotoxicity.,biosynthesis_genes;safety,safety,1,pending_manual_review,retrieved
8588880,Immunoquantitative analysis of artemisinin from Artemisia annua using polyclonal antibodies.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,primary_methods,1,pending_manual_review,retrieved
13258314,[Santonin from domestic Artemisia maritima].,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,,0,pending_manual_review,no_abstract
13613955,[Biology of the santonin plants. II. Photoperiodic studies and observations on Artemisia maritima].,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,,0,pending_manual_review,no_abstract
13755611,The colorimetric determination of santonin in Artemisia.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,,0,pending_manual_review,no_abstract
14345298,[POLAROGRAPHIC DETERMINATION OF SANTONIN IN ARTEMISIA CINA].,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,,0,pending_manual_review,no_abstract
14355397,[Effectiveness of the treatment of ascariasis with santonin prepared from Artemisia transiliensis].,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,,0,pending_manual_review,no_abstract
14460771,[Studies on the chemical and botanical properties of Artemisia kurramensis Qazilbash cultivated in Japan. II. Components of santonin].,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,,0,pending_manual_review,no_abstract
14460774,[Studies on the chemical and botanical properties of Artemisia kurramensis Qazilbash cultivated in Japan. I. Improvement of gravimetric analysis of santonin in crude drugs and santonin content of Artemisia kurramensis].,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,,0,pending_manual_review,no_abstract
16701762,Artemisinin in traditional tea preparations of Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,,0,pending_manual_review,no_abstract
16850722,[Determination of artemisinin in Artemisia annuna by HPLC-ELSD].,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,,0,pending_manual_review,retrieved
17238070,Developmental studies of Artemisia annua: flowering and artemisinin production under greenhouse and field conditions.,sesquiterpene_lactone,,0,pending_manual_review,retrieved
