pmid,title,query_families,keyword_domains,abstract_priority_score,manual_status,abstract_status
27807464,Asteraceae Artemisia campestris and Artemisia herba-alba Essential Oils Trigger Apoptosis and Cell Cycle Arrest in Leishmania infantum Promastigotes.,terpene_essential_oil;antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
27980595,Flavonoids and Sesquiterpene Lactones from Artemisia absinthium and Tanacetum parthenium against Schistosoma mansoni Worms.,sesquiterpene_lactone;antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
28207974,AaMYB1 and its orthologue AtMYB61 affect terpene metabolism and trichome development in Artemisia annua and Arabidopsis thaliana.,terpene_essential_oil;sesquiterpene_lactone;diterpene_triterpene;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
28642777,Transcriptome Analysis of Genes Associated with the Artemisinin Biosynthesis by Jasmonic Acid Treatment under the Light in Artemisia annua.,sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
28861412,Stable Production of the Antimalarial Drug Artemisinin in the Moss Physcomitrella patens.,sesquiterpene_lactone;biosynthesis_genes;antiparasitic,genomics;antiparasitic;primary_methods,5,pending_manual_review,retrieved
28864166,Artemisinin permeability via Caco-2 cells increases after simulated digestion of Artemisia annua leaves.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
28930253,In Vitro and In Vivo Evaluation of Essential Oil from Artemisia absinthium L. Formulated in Nanocochleates against Cutaneous Leishmaniasis.,terpene_essential_oil;antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
29476116,HMG-CoA reductase from Camphor Tulsi (Ocimum kilimandscharicum) regulated MVA dependent biosynthesis of diverse terpenoids in homologous and heterologous plant systems.,terpene_essential_oil;biosynthesis_genes;genomics_phylogenomics,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
29518326,Nitric Oxide Inhibitory Sesquiterpenoids and Its Dimers from Artemisia freyniana.,terpene_essential_oil,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
29643397,De novo assembly and analysis of the Artemisia argyi transcriptome and identification of genes involved in terpenoid biosynthesis.,terpene_essential_oil;biosynthesis_genes;genomics_phylogenomics,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
29857558,Red and Blue Light Promote the Accumulation of Artemisinin in Artemisia Annua L.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,genomics;antiparasitic;primary_methods,5,pending_manual_review,retrieved
29971081,Overexpression of Artemisia annua Cinnamyl Alcohol Dehydrogenase Increases Lignin and Coumarin and Reduces Artemisinin and Other Sesquiterpenes.,sesquiterpene_lactone;biosynthesis_genes,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
30030948,Influence of abiotic elicitors on improvement production of artemisinin in cell culture of Artemisia annua L.,terpene_essential_oil;sesquiterpene_lactone;diterpene_triterpene;biosynthesis_genes;antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
30139985,Expression of key genes affecting artemisinin content in five Artemisia species.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
30366267,Ecotoxicity of a novel biopesticide from Artemisia absinthium on non-target aquatic organisms.,terpene_essential_oil;safety,chemistry;antiparasitic;safety,5,pending_manual_review,retrieved
30389026,Chemical analyses and anthelmintic effects of Artemisia campestris essential oil.,terpene_essential_oil;antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
30520605,Methyl 3-(5-(prop-1-yn-1-yl)thiophen-2-yl)propanoate: A Rare Acetylene Derivative from Artemisia absinthium Root Essential Oil.,terpene_essential_oil,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
30546379,"AaABF3, an Abscisic Acid-Responsive Transcription Factor, Positively Regulates Artemisinin Biosynthesis in Artemisia annua.",sesquiterpene_lactone;biosynthesis_genes,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
30555086,The jasmonate-responsive transcription factor CbWRKY24 regulates terpenoid biosynthetic genes to promote saponin biosynthesis in Conyza blinii H. Lév.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
30556010,Evaluation of the Leaf Essential Oil from Artemisia vulgaris and Its Larvicidal and Repellent Activity against Dengue Fever Vector Aedes aegypti-An Experimental and Molecular Docking Investigation.,terpene_essential_oil,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
30627665,Jasmonate promotes artemisinin biosynthesis by activating the TCP14-ORA complex in Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
30719762,Jasmonic acid-responsive AabHLH1 positively regulates artemisinin biosynthesis in Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
30939762,Chemical Profile and Biological Activities of Essential Oil from Artemisia vulgaris L. Cultivated in Brazil.,terpene_essential_oil;antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
31076768,Light-Induced Artemisinin Biosynthesis Is Regulated by the bZIP Transcription Factor AaHY5 in Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
31120500,Interaction of bZIP transcription factor TGA6 with salicylic acid signaling modulates artemisinin biosynthesis in Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
31504880,Lipid Transfer Proteins (AaLTP3 and AaLTP4) Are Involved in Sesquiterpene Lactone Secretion from Glandular Trichomes in Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
31581691,Chemical Composition and Biological Activities of Artemisia pedemontana subsp. assoana Essential Oils and Hydrolate.,terpene_essential_oil;antiparasitic,chemistry;antiparasitic;safety,5,pending_manual_review,retrieved
31652784,Insights into Heterologous Biosynthesis of Arteannuin B and Artemisinin in Physcomitrella patens.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
31733071,Simultaneous determination of artemisinin and its analogs and flavonoids in Artemisia annua crude extracts with the use of NMR spectroscopy.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
31930540,Artemisinin-derived antimalarial endoperoxides from bench-side to bed-side: Chronological advancements and future challenges.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
32119077,Sparse Epistatic Patterns in the Evolution of Terpene Synthases.,terpene_essential_oil;biosynthesis_genes,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
32326167,Agrobacterium-Mediated Transformation of Chrysanthemum with Artemisinin Biosynthesis Pathway Genes.,sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
32339306,Overexpression of blue light receptor AaCRY1 improves artemisinin content in Artemisia annua L. .,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,genomics;antiparasitic;primary_methods,5,pending_manual_review,retrieved
32372353,"Essential oils from three Algerian medicinal plants (Artemisia campestris, Pulicaria arabica, and Saccocalyx satureioides) as new botanical insecticides?",terpene_essential_oil;safety,chemistry;antiparasitic;safety,5,pending_manual_review,retrieved
32589757,TRICHOME AND ARTEMISININ REGULATOR 2 positively regulates trichome development and artemisinin biosynthesis in Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;diterpene_triterpene;biosynthesis_genes;genomics_phylogenomics;antiparasitic,genomics;antiparasitic;primary_methods,5,pending_manual_review,retrieved
32621255,"Isolation and evaluation of trypanocidal activity of sesquiterpenoids, flavonoids, and lignans in Artemisia sieversiana collected in Mongolia.",terpene_essential_oil,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
32758575,Ethanolic extract of Artemisia campestris subsp. glutinosa (Besser) Batt. inhibits HIV-1 replication in vitro through the activity of terpenes and flavonoids on viral entry and NF-κB pathway.,terpene_essential_oil;biosynthesis_genes;genomics_phylogenomics,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
32980062,Toxicity and deleterious effects of Artemisia annua essential oil extracts on mulberry pyralid (Glyphodes pyloalis).,terpene_essential_oil;antiparasitic;safety,chemistry;antiparasitic;safety,5,pending_manual_review,retrieved
33539631,Jasmonate- and abscisic acid-activated AaGSW1-AaTCP15/AaORA transcriptional cascade promotes artemisinin biosynthesis in Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
33893998,Phytochemistry and pharmacological activity of the genus artemisia.,terpene_essential_oil;antiparasitic;safety,chemistry;antiparasitic;safety,5,pending_manual_review,retrieved
33911989,It is not just artemisinin: Artemisia sp. for treating diseases including malaria and schistosomiasis.,terpene_essential_oil;sesquiterpene_lactone,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
33973259,AaWRKY9 contributes to light- and jasmonate-mediated to regulate the biosynthesis of artemisinin in Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;diterpene_triterpene;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
34034870,"AaMYB15, an R2R3-MYB TF in Artemisia annua, acts as a negative regulator of artemisinin biosynthesis.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,genomics;antiparasitic;primary_methods,5,pending_manual_review,retrieved
34239538,Full-Length Transcriptome Analysis Reveals Candidate Genes Involved in Terpenoid Biosynthesis in Artemisia argyi.,terpene_essential_oil;biosynthesis_genes;genomics_phylogenomics,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
34263417,"Enhancing artemisinin content in and delivery from Artemisia annua: a review of alternative, classical, and transgenic approaches.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
34659300,Genome-Wide Analysis of Light-Regulated Alternative Splicing in Artemisia annua L.,sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;safety,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
35111184,Integrated Analysis of Basic Helix Loop Helix Transcription Factor Family and Targeted Terpenoids Reveals Candidate AarbHLH Genes Involved in Terpenoid Biosynthesis in Artemisia argyi.,terpene_essential_oil;biosynthesis_genes;genomics_phylogenomics;safety,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
35150378,Phytochemical analysis and anti-microbial activities of Artemisia spp. and rapid isolation methods of artemisinin.,sesquiterpene_lactone;antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
35351963,Repellency and insecticidal activity of seven Mugwort (Artemisia argyi) essential oils against the malaria vector Anopheles sinensis.,terpene_essential_oil;diterpene_triterpene;safety,chemistry;antiparasitic;safety,5,pending_manual_review,retrieved
35355415,The transcription factors TLR1 and TLR2 negatively regulate trichome density and artemisinin levels in Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;diterpene_triterpene;biosynthesis_genes;antiparasitic,genomics;antiparasitic;primary_methods,5,pending_manual_review,retrieved
35568110,Integrated metabolite profiling and transcriptome analysis reveals tissue-specific regulation of terpenoid biosynthesis in Artemisia argyi.,terpene_essential_oil;biosynthesis_genes;genomics_phylogenomics,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
35644103,The truncated AaActin1 promoter is a candidate tool for metabolic engineering of artemisinin biosynthesis in Artemisia annua L.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
36119570,"AabHLH112, a bHLH transcription factor, positively regulates sesquiterpenes biosynthesis in Artemisia annua.",biosynthesis_genes,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
36144681,Full-Length Transcriptomic Sequencing and Temporal Transcriptome Expression Profiling Analyses Offer Insights into Terpenoid Biosynthesis in Artemisia argyi.,terpene_essential_oil;biosynthesis_genes;genomics_phylogenomics,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
36197084,Chromosome-level genome of a leaf vegetable Glebionis coronaria provides insights into the biosynthesis of monoterpenoids contributing to its special aroma.,biosynthesis_genes;genomics_phylogenomics,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
36303880,"Amorpha-4,11-diene synthase: a key enzyme in artemisinin biosynthesis and engineering.",sesquiterpene_lactone;biosynthesis_genes,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
36541391,Artemisinin as a therapeutic vs. its more complex Artemisia source material.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
36555036,"Insecticidal Activity of a Component, (-)-4-Terpineol, Isolated from the Essential Oil of Artemisia lavandulaefolia DC. against Plutella xylostella (L.).",terpene_essential_oil,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
36564967,AaMYB108 is the core factor integrating light and jasmonic acid signaling to regulate artemisinin biosynthesis in Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;diterpene_triterpene;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
36636815,Synergistic interaction of two bHLH transcription factors positively regulates artemisinin biosynthetic pathway in Artemisia annua L.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
36807538,Metabolic engineering of the anthocyanin biosynthetic pathway in Artemisia annua and relation to the expression of the artemisinin biosynthetic pathway.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
37021639,Future antimalarials from Artemisia? A rationale for natural product mining against drug-refractory Plasmodium stages.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic;safety,chemistry;antiparasitic;safety,5,pending_manual_review,retrieved
37098222,JA-Regulated AaGSW1-AaYABBY5/AaWRKY9 Complex Regulates Artemisinin Biosynthesis in Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
37239820,Trichome-Specific Analysis and Weighted Gene Co-Expression Correlation Network Analysis (WGCNA) Reveal Potential Regulation Mechanism of Artemisinin Biosynthesis in Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
37424116,"Effects of exogenous indole-3-acetic acid on the density of trichomes, expression of artemisinin biosynthetic genes, and artemisinin biosynthesis in Artemisia annua.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
37668683,"Molecular understanding of anthocyanin biosynthesis activated by PAP1 and regulated by 2, 4-dichlorophenoxyacetic acid in engineered red Artemisia annua cells.",biosynthesis_genes;genomics_phylogenomics;antiparasitic,genomics;antiparasitic;primary_methods,5,pending_manual_review,retrieved
37711006,"Traditional uses, Phytochemistry, Pharmacology, and Toxicology of the Genus Artemisia L. (Asteraceae): A High-value Medicinal Plant.",terpene_essential_oil;sesquiterpene_lactone;antiparasitic;safety,chemistry;antiparasitic;safety,5,pending_manual_review,retrieved
37849964,"Chemical Composition and Larvicidal Properties of Essential Oils from Wild and Cultivated Artemisia campestris L., an Endemic Plant in Morocco.",terpene_essential_oil;safety,chemistry;antiparasitic;safety,5,pending_manual_review,retrieved
38023498,Autofluorescent antimalarials by hybridization of artemisinin and coumarin: in vitro/in vivo studies and live-cell imaging.,sesquiterpene_lactone;antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
38114108,[Genome-wide identification of bZIP family genes and screening of candidate AarbZIPs involved in terpenoid biosynthesis in Artemisia argyi].,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;safety,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
38129947,Genomic-wide identification and expression analysis of AP2/ERF transcription factors in Zanthoxylum armatum reveals the candidate genes for the biosynthesis of terpenoids.,terpene_essential_oil;biosynthesis_genes;genomics_phylogenomics,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
38136596,Functions of Representative Terpenoids and Their Biosynthesis Mechanisms in Medicinal Plants.,terpene_essential_oil;biosynthesis_genes;genomics_phylogenomics,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
38413638,Bioprospecting of Artemisia genus: from artemisinin to other potentially bioactive compounds.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
38538562,"Serbian Artemisia species - chemical composition, acute toxicity and larvicidal activity of the essential oils.",terpene_essential_oil;safety,chemistry;antiparasitic;safety,5,pending_manual_review,retrieved
38561770,In vivo assessment of the antiparasitic effects of Allium sativum L. and Artemisia absinthium L. against gastrointestinal parasites in swine from low-input farms.,sesquiterpene_lactone;diterpene_triterpene;antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
38576787,Functional analysis of CYP71AV1 reveals the evolutionary landscape of artemisinin biosynthesis.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
38735012,Functional characterisation of Artemisia annua jasmonic acid carboxyl methyltransferase: a key enzyme enhancing artemisinin biosynthesis.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
38754641,Chemical composition of Artemisia argyi essential oil and its antifungal activity against dermatophytes by inhibiting oxidative phosphorylation and causing oxidative damage.,terpene_essential_oil;biosynthesis_genes;genomics_phylogenomics,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
38865346,Bio-guided isolation of a new sesquiterpene from Artemisia cina with anthelmintic activity against Haemonchus contortus L3 infective larvae.,terpene_essential_oil;antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
3887571,Qinghaosu (artemisinin): an antimalarial drug from China.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic;safety,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
38980203,The AaBBX21-AaHY5 module mediates light-regulated artemisinin biosynthesis in Artemisia annua L.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
39142249,Artemisinin and deoxyartemisinin isolated from Artemisia annua L. promote distinct antinociceptive and anti-inflammatory effects in an animal model.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
39362811,The evolutionary advantage of artemisinin production by Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,genomics;antiparasitic;safety,5,pending_manual_review,retrieved
39538287,"Optimization of in vivo antimalarial efficacy of combinations of aqueous leaf extracts of Artemisia annua L., Vernonia amygdalina Del, and Microglossa pyrifolia (Lam.) Kuntze using factorial design.",terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
39669181,"Phytochemical profiling and in silico evaluation of Artemisia absinthium compounds targeting Leishmania N-myristoyltransferase: molecular docking, drug-likeness, and toxicity analyses.",antiparasitic;safety,chemistry;antiparasitic;safety,5,pending_manual_review,retrieved
40017590,Exploring Ternary Essential Oil Mixtures of Moroccan Artemisia Species for Larvicidal Effectiveness Against Culex pipiens Mosquitoes: A Mixture Design Approach.,terpene_essential_oil;safety,chemistry;antiparasitic;safety,5,pending_manual_review,retrieved
40141085,"AaMYB121, a Novel R2-MYB-like Transcription Factor, Regulates Artemisinin Biosynthesis in Artemisia annua.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,genomics;antiparasitic;primary_methods,5,pending_manual_review,retrieved
40177011,Genome-wide identification and expression analysis of the ADH gene family in Artemisia annua L. under UV-B stress.,sesquiterpene_lactone;genomics_phylogenomics;antiparasitic,genomics;antiparasitic;primary_methods,5,pending_manual_review,retrieved
40251470,Genome-wide identification and expression profiling of MYB transcription factors in Artemisia argyi.,biosynthesis_genes;genomics_phylogenomics,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
40379160,"Artemisia annua L. essential oil-loaded chitosan nanoparticles: synthesis, characterization, in-vitro release kinetics, and acetylcholinesterase inhibition as a mode of action against plant-parasitic nematodes.",terpene_essential_oil;biosynthesis_genes;safety,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
40729014,"Genome-Wide Analysis of Oxidosqualene Cyclase Genes in Artemisia annua: Evolution, Expression, and Potential Roles in Triterpenoid Biosynthesis.",sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
40835905,Genome-wide analysis of the AarPDR gene family in Artemisia argyi and its potential role in regulating terpenoids transport.,terpene_essential_oil;biosynthesis_genes;genomics_phylogenomics,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
41016651,Phytochemical characterization and insight into the in vitro anthelmintic activity of Artemisia brevifolia Wall ex Dc. against the different life stages of the gastrointestinal nematode of sheep.,antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
41033513,Integrated metabolomic and transcriptomic analysis reveals the coordinated regulatory mechanisms of artemisinin and flavonoid mediated by AaMYB8 in Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
41344119,"Identification and quantification of sesquiterpenes, alkaloids, flavonoids and coumarins in Artemisia annua L: Potential artemisinin activity-enhancing compounds.",terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
41383933,Transcriptome and metabolome analyses revealed the main profiles contributing the mild aroma characteristics of Artemisia stolonifera.,terpene_essential_oil;biosynthesis_genes;genomics_phylogenomics,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
41528559,Low phosphorus promotes caryophyllene biosynthesis by regulating AaTPS3 in Artemisia argyi.,terpene_essential_oil;biosynthesis_genes,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
41644687,Differential effects of biologically and chemically synthesized copper oxide nanoparticles on artemisinin biosynthesis gene expression in Artemisia absinthium.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,genomics;antiparasitic;primary_methods,5,pending_manual_review,retrieved
42208869,"Sesquiterpene γ-lactones of plants of the Asteraceae family of the flora of Kazakhstan: Search, distribution, biological activity.",terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
42346346,Enhanced Synthesis of Polyphenols and Terpenes by UV-A Irradiation in Artemisia argyi Leaves.,terpene_essential_oil;biosynthesis_genes;genomics_phylogenomics,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
42452210,Genome-Wide Characterization and Light-Responsive Expression Patterns of B-Box Transcription Factors in Artemisia argyi.,terpene_essential_oil;biosynthesis_genes;genomics_phylogenomics,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
42483081,Antimalarial Activity of Methoxylated Flavonoid Fraction (Cirsimaritin-Dominated) from Artemisia kopetdaghensis in Plasmodium berghei-Infected Mice with in silico Analysis.,antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
42514884,"Nanoencapsulation of Artemisia annua Essential Oil in Chitosan-Lipid Carriers Enhances Stability, Larvicidal, Antifungal, and Anticancer Efficacy.",terpene_essential_oil;safety,chemistry;antiparasitic;safety,5,pending_manual_review,retrieved
42557236,HetCA/STOCSY-Guided Dereplication of Artemisia arborescens Reveals Furofuran Lignans with Antileishmanial Effects.,biosynthesis_genes;antiparasitic,chemistry;antiparasitic;primary_methods,5,pending_manual_review,retrieved
42599479,"Artemisiyneolides A-K, Guaiane Sesquiterpenoid-Heptatriyne Hybrids through C-C Linkages from Artemisia sieversiana with Antihepatoma Activity.",terpene_essential_oil,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
42603439,AabHLH140 simultaneously enhances artemisinin and polymethoxylated flavonoid accumulation in Artemisia annua.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes,chemistry;genomics;primary_methods,5,pending_manual_review,retrieved
10626375,"Amorpha-4,11-diene synthase catalyses the first probable step in artemisinin biosynthesis.",terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;genomics,4,pending_manual_review,retrieved
10630114,Seasonal variations of Artemisinin and its biosynthetic precursors in tetraploid Artemisia annua plants compared with the diploid wild-type.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;genomics,4,pending_manual_review,retrieved
10705736,Seasonal variation of artemisinin and its biosynthetic precursors in plants of Artemisia annua of different geographical origin: proof for the existence of chemotypes.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;genomics,4,pending_manual_review,retrieved
10780563,The sesquiterpene lactone dehydroleucodine (DhL) affects the growth of cultured epimastigotes of Trypanosoma cruzi.,terpene_essential_oil;sesquiterpene_lactone,chemistry;antiparasitic,4,pending_manual_review,retrieved
11217106,Triterpenes and lignans from Artemisia caruifolia and their cytotoxic effects on meth-A and LLC tumor cell lines.,terpene_essential_oil;diterpene_triterpene,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
12789527,Tetraploid Artemisia annua hairy roots produce more artemisinin than diploids.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;antiparasitic,4,pending_manual_review,retrieved
12967596,Central properties of the essential oil and the crude ethanol extract from aerial parts of Artemisia annua L.,terpene_essential_oil;sesquiterpene_lactone;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
15030924,Antimicrobial activity of Artemisia douglasiana leaf essential oil.,terpene_essential_oil;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
15975845,Cytotoxicity and gene induction by some essential oils in the yeast Saccharomyces cerevisiae.,terpene_essential_oil;biosynthesis_genes;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
16131103,Analysis of artemisinin in Artemisia annua L. by LC-MS with selected ion monitoring.,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,chemistry;antiparasitic,4,pending_manual_review,retrieved
16557475,Trichome dynamics and artemisinin accumulation during development and senescence of Artemisia annua leaves.,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,chemistry;antiparasitic,4,pending_manual_review,retrieved
17368686,"The effect of essential oils of dietary wormwood (Artemisia princeps), with and without added vitamin E, on oxidative stress and some genes involved in cholesterol metabolism.",terpene_essential_oil;diterpene_triterpene;biosynthesis_genes;safety,chemistry;safety;primary_methods,4,pending_manual_review,retrieved
